Country Name,Indicator Name,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Dominica,GDP (current US$),171106184.074074,185137242.962963,201429629.62963,219762962.962963,234059259.259259,245525925.925926,264374074.074074,274522222.222222,292285185.185185,302988888.888889,322411111.111111,331759259.259259,333470370.37037,340203703.703704,333196296.296296,343311111.111111,367200000,364255555.555556,390251851.851852,421374074.074074,458188888.888889,489074074.074074,493825925.925926,501025925.925926,485996296.296296,498296296.296296,520207407.407407,540737037.037037,576229629.62963,521551851.851852,554770370.37037,611537037.037037,504214814.814815,555266666.666667,612048148.148148
Dominican Republic,GDP (current US$),5374300274.57321,6686593059.93691,7073675544.79021,9824483368.0088,11605382504,13081042400,14644734247.7401,16637370839.1608,18241622255.7141,20017449966.0857,21672215776.0144,22136579527.4994,24305781111.9057,25601824419.0385,27137441266.3355,21403168127.883,22322387609.8481,35777560474.8106,37879829854.7965,43965459071.0654,48122601589.7717,48261079523.8213,53860187452.3853,58029773802.3818,60681535894.481,62682158700.2885,67179956264.9383,71164826719.5026,75704647977.2591,79998045975.5137,85555390385.9812,88941371980.2651,78844655833.2194,94243426487.0833,113641857434.002
East Timor,GDP (current US$),,,,,,,,,,,,,367087900,477443500,469506700,490439100,440764600,462283600,453805100,542795400,648492700,726882400,881827800,1042411500,1160389600,1395519600,1447310400,1594447600,1650619400,1595724300,1563887900,2028551600,2158392500,3621222400,3163324631.03158
Ecuador,GDP (current US$),13051886552.3377,13890828707.6493,15239278100.3502,16988535267.6338,18094238119.0595,18938717358.6793,22708673336.6683,24432884442.2211,25226393196.5983,28162053026.5133,27981896948.4742,19645272636.3182,18327764882.4412,24468324000,28548945000,32432858000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,101726331000,99290381000,99937696000,104295862000,107562008000,108108009000,99291124000,106165866000,115049476000
"Egypt, Arab Rep.",GDP (current US$),34980124929.0176,39756299049.9793,42978914311.3504,37387836490.5284,41855986519.4235,46578631452.581,51897983392.6453,60159245060.4541,67629716981.1321,78436578171.0914,84828807556.0803,90710704806.8416,99838543960.0763,96684636118.5984,85146067415.7303,80288461538.4615,78782467532.4675,89600665557.4043,107426086956.522,130437828371.278,162818181818.182,189147005444.646,218983666061.706,235989672977.625,279116666666.667,288434108527.132,305595408895.265,329366576819.407,332441717791.411,248362771739.13,262588632526.73,318678815489.749,383817841547.099,424671765455.704,476747720364.742
El Salvador,GDP (current US$),4189880000,4372215300,4817542204,5252342400,5813399300,6680269200,7679384000,8921947100,9586327800,10221705900,10936669900,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,14698000000,15999890000,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26881140000,24930080000,29451240000,32488720000
Eritrea,GDP (current US$),,,,,477101651.648376,467872714.755603,531688311.688312,578015625,693535954.190067,686490090.140141,745523074.705326,688918508.948029,706370815.584416,752371683.199361,729321671.445917,870248293.678303,1109054005.43971,1098424709.48675,1211161879.6748,1317974491.05691,1380188800,1856695551.21951,1589515447.15447,2065001626.01626,,,,,,,,,,,
Estonia,GDP (current US$),,,,,,,,4502970889.06373,4786018988.16491,5154420649.23354,5674080542.88575,5756912265.75809,5686579747.53524,6254649538.98487,7367975887.72723,9874013098.46432,12145911801.2422,14106790200.2239,17022870405.2189,22449129482.617,24341678628.9732,19633031397.6104,19523477325.6235,23213994093.4632,23019150071.1867,25115753366.1116,26634083965.0983,22890762090.1508,24072829276.775,26924385103.0662,30624720196.2285,31081901909.2151,31370395572.7653,37191166151.98,38100812958.5196
Eswatini,GDP (current US$),692026606.934121,696921409.513751,1114694112.47478,1156135717.94598,1284759852.46684,1357189724.73828,1419294121.1812,1698989463.99106,1602741771.57434,1716714194.30934,1576908808.80611,1547888453.75789,1738093756.88208,1542477308.89408,1432221784.41501,2197598417.83694,2770082791.50412,3178112332.09377,3291329938.16407,3469381231.49049,3294084181.23708,3580427985.94816,4438765109.49036,4820478592.33503,4886551706.18441,4597552948.64649,4422986447.48958,4063245671.29285,3816019222.86268,4402969225.92165,4666598023.91856,4466214522.19539,3982236726.3678,4748702400.66283,4854167638.37388
Ethiopia(excludes Eritrea),GDP (current US$),10908935748.7923,11476584879.2271,12175166763.285,13463868357.4879,10492993077.6093,8830712713.90781,6927950564.55657,7663984567.90123,8547939730.62374,8589233419.59411,7818205971.60231,7700833482.00615,8242349955.05111,8231326016.47494,7850809498.16803,8623691300.04079,10131187261.4421,12401139453.9738,15280861834.6024,19707616772.7996,27066912635.2228,32437389116.038,29933790334.3418,31952763089.33,43310721414.0829,47648276190.2977,55612228233.5179,64589329344.6937,74296745599.0048,81770886908.5198,84269196152.0333,95912607970.1686,107657734392.446,111261882913.342,126783472501.134
Faeroe Islands,GDP (current US$),,,,,,,,,,,1104744290.25672,1127684827.35686,1067109508.6452,1160268142.36886,1275093662.35235,1501941504.89146,1724770866.79756,1759739599.22694,2017680721.80259,2339015384.90742,2489873331.02639,2296065312.82255,2331796784.36009,2505740886.25907,2427200582.91115,2690110671.24132,2914012852.34062,2573906035.59584,2813278761.27524,2980057167.73595,3188601035.1907,3275684065.13139,3248670978.10165,3649878680.22811,
Fiji,GDP (current US$),1110009264.06069,1182660000,1337017258.55191,1383883718.52673,1532411208.98387,1636101246.9394,1825732092.54674,1970301019.19887,2128696643.62574,2090221137.02876,1653146993.93502,1936459986.03795,1678219507.89829,1652462062.63884,1833279985.36741,2300492002.01302,2708078476.63012,2980403464.53066,3076305452.86506,3378314599.76402,3523185919.55826,2870624635.68032,3140167239.46869,3779412255.47694,3972028509.66449,4189968869.81721,4857103846.72985,4682480303.97469,4930213787.50451,5353468387.56019,5581425890.96651,5481692621.61125,4477030179.83128,4296235427.52339,4943248200.0441
Finland,GDP (current US$),109058990760.483,119012054870.445,141438345513.917,127773856785.767,112532519246.084,89214114708.0254,103299943084.804,134189814814.815,132129174216.93,126912152101.707,134038718291.055,135264083658.688,126019543413.334,129533107311.811,140404460203.138,171652458349.411,197479443979.151,204885494686.381,217089269791.764,256378067752.158,285716311136.719,253497520828.515,249424310816.673,275604356167.318,258290060227.734,271362405890.591,274862826772.152,234534382384.766,240771351298.84,255647979916.473,275708001767.838,268514916972.544,271886077382.097,296387625263.561,280825957768.484
Fm Sudan,GDP (current US$),14372555555.5556,21408111111.1111,33641222222.2222,44171194366.2039,7031933491.84899,8881010081.24942,12793798418.3843,13830369852.313,9018303128.0189,11681179570.9007,11250220602.974,10682027634.7462,12257299147.2936,15716361539.0643,18137126092.2818,21355295732.0535,26646007250.7319,35182707173.8157,45263824686.0898,59440139774.8128,64833088568.394,58315346841.2364,74151157011.5251,78402841444.9524,63196236489.3704,66027147864.7915,76818773784.7605,84984672415.9401,102943515502.994,129718581297.431,32333780383.2924,32338079165.2893,27034593750,34229513774.9936,51662241775.2425
France,GDP (current US$),1018847043277.17,1025211803413.53,1269179616913.63,1269276828275.78,1401465923172.24,1322815612694,1393982750472.59,1601094756209.75,1605675086549.56,1452884917959.09,1503108739159.44,1493151737698.46,1365639660792.16,1377657339291.34,1501409382971.38,1844544792036.86,2119633181634.37,2196945232435.8,2320536221304.7,2660591246211.77,2930303780828.12,2700887366932.03,2645187882116.73,2865157541994.19,2683671716967.19,2811876903329.05,2855964488590.14,2439188643162.5,2472964344587.23,2595151045197.67,2790956878746.61,2728870246705.83,2639008701648.21,2957879759263.52,2782905325624.52
French Polynesia,GDP (current US$),2723496362.17218,2731683490.22561,3320159522.5334,3410078974.21418,3713785776.28354,3544608541.0505,3676123796.00755,4186994271.30289,4166072830.02651,3762859109.39532,3903186594.70924,3911602000.29402,3599845481.64557,3573808550.51292,3965405556.55574,4927780605.25455,5564109988.14744,5705052111.28973,5877997996.95253,6631156410.68504,7136741397.50141,6584557942.40772,6086644790.8086,6203940049.22727,5692858093.84485,6031827089.12531,6151996534.96077,5325846341.7909,5497036486.74487,5833352684.45264,6135116260.64814,6022276207.18983,5731835679.23061,6080359305.28965,
Gabon,GDP (current US$),3834503378.35525,4186411457.4569,5952293765.84484,5402919788.23153,5592390832.66829,4378645081.01769,4190819346.82143,4958845649.02823,5694039999.86528,5326817111.31062,4483417313.11823,4662992036.2073,5080483628.30574,5023265411.47748,5335451103.75569,6511903363.53884,7770219003.91662,9582783997.22141,10327598308.5297,12455409574.9408,15571348329.2279,12113699059.4581,14372593013.8124,18210307754.4426,17170464000.7824,17595744803.6041,18203966900.4404,14383107763.1182,14023890263.875,14929487495.759,16867326389.8696,16874405460.1964,15314577167.8199,20217946921.2063,21071739227.9428
"Gambia, The",GDP (current US$),266672202.480435,284120331.64738,317083688.199874,690311093.172052,714254263.103249,755040935.022498,746493955.008434,785999879.720691,848239405.565637,803633368.735802,840285264.631545,814724055.898334,782913865.987568,687410630.457292,578235309.327198,487038679.355229,961900640.746364,1027701055.56871,1054112487.74083,1279703029.87257,1561766955.73024,1450142497.46262,1543294945.45714,1409693594.05748,1415004743.17939,1375609459.78172,1229461731.70458,1378176605.93705,1484578897.15783,1504909447.77459,1670671340.37966,1813609679.15313,1812170878.30632,2038414973.57173,2273060863.13981
Georgia,GDP (current US$),,,7753501867.76095,6357615894.03974,3690328963.64086,2701181331.30816,2514070771.80273,2693768412.89179,3095047603.8083,3510520231.21387,3613498183.2136,2800026343.73636,3057475335.18846,3219462779.685,3395766677.67315,3991377904.13162,5125365191.98664,6410912049.87105,7745249283.88222,10172933118.493,12795147991.8388,10766919442.0789,12243219360.2985,15107482383.3798,16488819132.8835,17190068235.7892,17627336228.0536,14953675992.6704,15141598622.5692,16242647229.7398,17596922469.9152,17470436258.5131,15842922532.7202,18629365612.096,24605375420.0672
Germany,GDP (current US$),1401233225303.49,1398967436804.33,1771671206875.68,1868945197407.19,2131571696931.75,2071323790370.28,2205074123177.05,2585792275146.72,2497244606186.64,2211989623279.95,2238990774702.68,2194945278872.59,1947981991011.77,1945790973803.15,2078484517474.51,2501640388482.35,2814353869359.08,2846864211175.1,2994703642023.53,3425578382921.58,3745264093617.19,3411261212652.34,3399667820000.09,3749314991050.62,3527143188785.16,3733804649549.06,3889093051023.45,3357585719351.56,3469853463945.63,3690849152517.69,3974443355019.53,3888226035921.49,3889668895299.56,4259934911821.64,4072191736089.51
Ghana,GDP (current US$),5197840972.6857,5251764269.91812,5889174833.90034,6603130039.87292,6416079341.97329,5968905678.89099,5446370114.57708,6464389656.21299,6932984635.632,6891433840.90915,7482072380.2381,7718110780.94815,4982849054.0291,5314871683.5223,6166197191.76694,7632720680.28119,8881419348.21705,10744562614.7479,20885042153.0199,24827333947.3782,28679383241.0729,26048726185.6746,32197648061.1663,39336668080.559,41271708599.715,62824629066.0408,54783320576.8882,49406014245.4296,56164933479.4044,60405920071.1024,67298913752.0241,68337974418.7681,70043095503.2503,79156409409.8581,72838798787.7066
Greece,GDP (current US$),76261277924.5736,79169043222.8284,97891092003.4394,105143232379.884,116224672863.783,108809059155.767,116601801966.292,136878365936.167,145861612400.906,143157600149.757,144428172489.335,142588875293.749,130457756628.436,136309295225.34,154564203586.954,202370140236.265,240963562236.127,247875422204.414,273546728473.073,318902829550.733,355908689477.445,331308500253.274,297124961971.508,282995942006.559,242029307133.408,238907690051.132,235458133124.604,195683527003.375,193148146586.938,199844406013.533,212049447242.107,205257014892.498,188925995936.803,214873879833.648,219065872466.25
Greenland,GDP (current US$),898607670.624413,929799902.191124,1018977225.44427,1016500016.28505,1037916105.23293,927214127.934317,1005887592.03539,1208953358.99709,1197515637.92052,1072154406.78905,1149858126.95747,1131555107.04907,1068024993.98697,1086170638.72901,1169136691.35372,1558759744.20913,1822499870.64051,1849802648.36391,2013106816.66011,2249811364.54199,2499092396.11838,2529964060.53747,2503167187.49305,2684461607.93113,2609678694.94479,2684947140.1518,2842065877.15443,2499113085.48255,2707146783.13056,2851610655.92391,3055791340.7025,2997331094.25136,3082909157.60994,3235816195.06609,
Grenada,GDP (current US$),236357523.703704,267327642.222222,278098762.962963,300757888.888889,310160444.444444,309812185.185185,325111814.814815,342172518.518519,366911444.444444,392190592.592593,445903592.592593,482009370.37037,520044370.37037,520444185.185185,540336925.925926,591018407.407407,599118592.592593,695555555.555555,698700666.666667,758683592.592593,825976037.037037,771275555.555555,771014814.814815,778655555.555555,799881481.481481,842618518.518518,911496296.296296,997007407.407407,1061640740.74074,1125685185.18519,1166514814.81481,1213485185.18519,1043411111.11111,1122800000,1256413185.18519
Guatemala,GDP (current US$),7841602824.42748,8410724360.79545,7650196276.73508,9406135143.41165,10440781587.5435,11400018312.9302,12983233686.9938,14655404433.2771,15674835615.3139,17790026221.6139,19395491992.9939,18318412251.3642,19288928615.9382,18405221418.4665,20444205991.025,21576351798.9145,23577298589.158,26783388709.1786,29744247479.2443,33567850094.9993,38503718526.6281,37126146369.2608,40676579264.8401,46876004265.2386,49593926849.2429,52996447955.7632,57852150564.52,62186064718.7424,66053402744.7267,71653756504.1625,73328369925.8478,77172313916.4218,77715183063.2054,86053079767.3507,95003333381.1936
Guinea,GDP (current US$),2384295814.85223,2432029296.80623,2666750820.49987,3015058205.58401,3284620421.84712,3279096491.81869,3383092769.85285,3693710532.91191,3868968366.14337,3783700461.64359,3588375621.82568,3461282459.96593,2995361112.0538,2829435908.16305,2950198723.60858,3446441784.82252,3635458213.65962,2937071740.39148,4220019242.74824,6281917649.66709,6964179187.53836,6716904516.30084,6853467832.6761,6785137215.23269,7638045225.63676,8376613880.25749,8778473643.01989,8794202394.72245,8595955600.7877,10324668270.876,11857030366.4598,13442861496.5747,14177835840.8311,16091817842.2348,21227749388.7287
Guinea-Bissau,GDP (current US$),164458120.318029,213143016.446378,243961995.512687,257150374.069711,226313443.749086,236880821.656388,235620043.500927,253966922.278198,270419779.418107,268551010.939623,206457553.398034,224446663.800548,371095522.049254,392621389.507611,417806651.119856,477458577.161635,532062894.801533,587029096.029113,592365659.824007,696910784.016302,868154627.869806,830126428.786134,849878489.113364,1099818591.95727,989271155.126905,1046087367.44973,1054915581.36774,1048229632.99726,1179004911.26075,1350177012.24771,1504630233.68639,1439638410.99593,1431758231.68287,1638517606.88578,1633559092.06611
Guyana,GDP (current US$),413799990,379779389.705882,396582263.291139,348533094.812165,373573141.486811,454101382.488479,540874934.201012,621626785.915493,705406001.424501,749138009.56454,717530683.169567,694754988.258295,712667896.727512,712167448.895612,726131434.715338,743063949.040207,787814379.183843,824880550.343965,2379817986.72917,2730971599.89457,3025187428.38436,3165663152.73351,3432912511.30491,3691384317.52178,4063088529.13592,4167800935.59943,4127660158.47323,4279840193.7046,4482697336.56174,4748174334.14044,4787637005.53638,5173760191.84652,5471256594.72422,8044498800.95923,15357537068.3434
Honduras,GDP (current US$),5902717091.41631,5432344901.72414,4923009551.55642,4648668478.56753,4943700431.07368,4926728932.95069,4642280682.14252,5347445005.21376,5215028986.48649,5737099650.19011,6366340265.87888,6414520529.61672,7186638029.05875,7651162302.3456,7858255253.49986,8230391504.77427,8869299234.3377,9757012869.26168,10917476873.546,12361257680.5627,13881731630.9676,14587496229.1811,15839344591.9842,17710275997.4749,18528554861.0515,18499729063.4192,19756533658.0822,20979791685.416,21717604580.8627,23136248046.2979,24067750465.9361,25089937108.6681,23827859694.7921,28488721296.2012,31717700115.2546
"Hong Kong, China",GDP (current US$),59707404560.5944,68790222117.7576,76928784620.8158,88960001715.744,104272503148.988,120354207288.828,135811776884.01,144652289130.669,159718180108.942,177353167213.821,168885436391.806,165768095391.557,171668898538.944,169404327616.605,166348873240.942,161385558801.811,169099768875.193,181569303960.226,193535434591.37,211596953544.762,219278739753.002,214047795659.045,228638678536.952,248513617677.287,262628877166.217,275696879834.966,291459983449.58,309385622601.348,320860317562.562,341273289534.466,361731070995.726,363074560517.276,344943149590.058,368911387845.418,359838598806.091
Hungary,GDP (current US$),,,,34753569692.915,38730585922.2189,40124916940.5945,43166678735.2183,46425677734.1435,46658765340.4375,47296961369.1014,48706794878.7711,49073373275.9379,47218411470.2538,53749989092.0197,67608919144.3684,85285075491.886,104120803140.221,113211158292.936,115715618613.052,140186691233.532,158325583917.574,131069277212.635,132175349953.713,141942264554.475,128814279315.132,135684315697.713,141033843265.669,125174166987.372,128609822750.039,143112196040.326,160565642983.587,164020460331.659,157227094449.074,182275444031.79,178788572067.589
Iceland,GDP (current US$),6106638182.38953,5672570277.78609,6468739130.22964,6909725408.11499,7080977636.41567,6218583218.06303,6389462322.04938,7123637088.75434,7426082270.67669,7569673903.96179,8503689103.93424,8982048417.30556,9025660361.75842,8234846522.85472,9318398443.55146,11429335645.2747,13825309101.2703,16852971986.5569,17465318552.2941,21652505596.7528,18074619561.7671,13154416196.7524,13751161917.7398,15221622925.9319,14751508133.5443,16125060515.3117,17867662177.8911,17517210519.0912,20793168030.9524,24728285177.4603,26260850582.0687,24663643101.958,21553080483.8132,25552639899.067,27841648044.3753
India,GDP (current US$),296589677725.074,296042058867.01,320979026420.035,270105341879.226,288208066640.584,279295644530.09,327275583539.559,360281907854.994,392896860670.885,415867567334.185,421351318896.874,458820417337.807,468394937262.37,485441014538.638,514937948870.08,607699285433.872,709148514804.659,820381595512.902,940259888792.141,1216736448906.29,1198895147694.77,1341888016988.57,1675615502766.2,1823051829894.55,1827637579584.79,1856721494834.64,2039126469963.35,2103588347241.77,2294796889945.04,2651474263257.15,2702929639861.5,2835606242052.48,2671595389575.7,3150306834279.65,3385089881935.39
Indonesia,GDP (current US$),84300174475.7955,94451427898.007,106140727356.675,116621996217.133,128026966579.964,158006700301.533,176892143931.505,202132028723.115,227369679374.973,215748998609.635,95445547872.715,140001351215.462,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868619205.904,364570515631.625,432216737774.861,510228634992.258,539580085612.401,755094157594.248,892969104529.233,917869913365.243,912524136718.018,890814755511.291,860854232717.853,931877364033.902,1015618744168.15,1042271532953.36,1119099871386.16,1059054842711.72,1186505455720.81,1319100220389.02
"Iran, Islamic Rep.",GDP (current US$),123057861333.908,120496362916.271,124813263926.225,,,63743623232.012,71841461172.5964,96419225743.6737,120403931885.441,113919163421.155,110276913362.508,113848450088.351,109591707802.216,126878750295.944,128626917503.72,153544751395.43,190043433964.841,226452138291.542,266298911661.144,349881601458.56,412336172446.849,416397025729.361,486807616896.703,626133112211.111,644035512198.992,492775566435.176,460382791488.626,408212917871.725,457954614595.24,486630147094.69,327900695065.853,283649531542.631,239735486745.704,359096907772.985,388544468139.733
Iraq,GDP (current US$),62684516129.0323,65831935483.871,180408064516.129,407796349.663785,553671957.671958,1031944881.13189,3991349282.75729,12894029888.1122,10433698621.3427,20764857056.3795,20617405044.2425,36881601583.8194,48364250943.9051,36176430128.8057,32928454672.4246,21921569478.8163,36627901762.063,49954890353.2609,65140147197.1215,88837055195.2619,131614433712.245,111657581662.35,138516722649.573,185749664444.444,218002481737.691,234637675128.645,228415656174.957,166774104911.48,166602488747.885,187217660050.676,227367469034.031,233636097800.338,180924091442.953,207691599310.345,264182173793.103
Ireland,GDP (current US$),37772896220.7559,39238392677.7542,49305632408.4929,49787501584.4847,55918538121.3989,52417477613.676,57097656065.96,69139823232.3232,75790786290.3226,82856648758.3572,90199410115.5097,98893958262.6438,100207610429.909,109346669229.695,128596035288.401,164670771259.602,194372115041.065,211876989655.907,232180617162.279,270079279419.5,275447471451.063,236443115853.695,221913560882.372,239003132208.134,225628699652.993,238340859896.939,259170903647.532,291775166506.891,299091127524.513,336377500160.549,385736680797.111,399321701632.424,425852281928.114,504182603275.542,529244870222.765
Israel,GDP (current US$),,,,,,,,104893245478.823,114507654661.382,118861100787.105,120057482023.381,120922450570.289,136034659581.426,134637422752.725,125059962957.686,131298954868.837,139973668874.271,147083996033.603,158670160184.179,184052885585.912,220529762562.362,211968128528.444,238364092298.023,266791854430.897,262282344091.849,297732778479.129,314330061977.263,303414276832.04,322102790386.835,358245427458.541,376691526553.276,402470513619.148,413267669231.522,488526545878.891,522033446211.625
Italy,GDP (current US$),891608957155.608,928661332204.347,1181222653522.95,1246220156079.29,1320161644933.23,1064958075550.63,1099216688280.5,1174662070605.02,1312426527795.21,1241879604365.62,1270052525928.4,1252446659833.79,1146676894209.73,1168023426056.38,1276769338449.3,1577621707050.51,1806542968545.56,1858217147203.73,1949551719389.64,2213102482751.46,2408655348718.59,2199928804118.63,2136099955236.72,2294994296589.51,2086957656821.6,2141924094298.57,2162009615996.51,1836637711060.55,1877071687633.83,1961796197354.37,2091932426266.94,2011302198827.41,1897210466667.52,2114355756913.92,2010431598465.38
Jamaica,GDP (current US$),3828342704.09708,4404938108.99142,4592208086.69235,4106207649.05547,3535460089.80719,5440075675.74067,5452558892.09715,6577520705.21268,7393891854.4065,8400041802.63506,8787195622.43502,8887058073.23537,9005064474.93003,9194727831.07318,9719009561.76107,9430234851.61584,10174664853.9476,11243865787.8079,11930179173.4168,12799600075.0407,13709401443.5016,12120458140.9424,13220549858.2014,14444661488.1296,14807086490.8533,14264205123.6886,13899225339.6917,14188938780.5039,14077105502.9175,14808984880.5796,15730791525.65,15830766372.2651,13812421859.4026,14657586359.3802,17097760745.2096
Japan,GDP (current US$),3071683812149.66,3054913797217.03,3132817652848.04,3584420964070.07,3908808434705.26,4454144444407.9,4998797262443.29,5545564892181.15,4923393495138.77,4492449998031.88,4098362688659.34,4635982020564.97,4968359152795.66,4374709984220.01,4182845406488.62,4519563042183.73,4893116005656.56,4831466523975.98,4601662661030.07,4579749785984.82,5106679413137.57,5289493734900.39,5759071769013.11,6233147172341.35,6272362996105.03,5212328181166.18,4896994405353.29,4444930651964.18,5003677627544.24,4930837369151.42,5040880939324.86,5117993853016.51,5048789595589.43,5005536736792.29,4231141201863.17
Jordan,GDP (current US$),6277443443.29635,4221374898.29454,4160089597.13932,4344468256.71725,5310830589.54476,5606401570.32358,6236295978.24531,6727597031.96347,6927503526.09309,7245839210.15515,7912270803.94922,8149929478.13822,8460789844.8519,8975812449.11407,9582512830.86809,10195627644.5698,11411706629.055,12588998589.5628,15056981664.3159,17110442866.6243,22658730357.2361,24537876056.338,27133804225.3521,29524149154.9296,31634561690.1408,34454440140.8451,36847643521.1268,38587017887.3239,39892551126.7606,41608435915.493,43370860704.2254,44503005774.6479,43579916197.1831,45116317042.2535,47451499859.1549
Kazakhstan,GDP (current US$),,,26932729102.7371,24923076923.0769,24917355371.9008,23409260879.9427,21250792886.1054,20374302652.3819,21035357832.6977,22165932062.966,22135245413.137,16870817134.7297,18291990619.137,22152689129.5583,24636598581.0204,30833692831.3955,43151647002.6096,57123671733.8952,81003864915.543,104849915343.555,133441649221.732,115308687201.97,148047348240.643,192626464179.147,207998568865.789,236634603927.583,221415614007.347,184388404428.843,137278320084.171,166805788966.78,179339977517.062,181667185041.48,171082365723.326,197112255360.612,220623001966.686
Kenya,GDP (current US$),8355380879.12955,8283114648.38116,8572359162.86876,8151488881.9683,8209120678.11342,5751786609.50323,7148148564.04239,9046320196.77295,12045865466.4343,13115764432.7232,14093998843.7334,12896010520.4958,12705350153.4012,12986007425.8781,13147736954.17,14904517649.8476,16095337093.8366,18737895400.78,25825512277.8911,31958195182.2406,35895153327.8497,42347217912.9176,45405615233.0693,46869473165.8905,56396704833.4676,61671440480.6895,68285796662.6532,70120446663.6256,74815143796.3978,82036511258.8324,92202979940.671,100378435824.178,100657505600.655,109703659312.872,113420008178.793
Kiribati,GDP (current US$),44534439.3153157,44282893.8871154,42933307.6600826,47516824.0066421,47736260.8309293,46920900.8812969,54834548.934047,56336670.9104488,66517285.3643714,67538482.0911695,65333678.1499681,69034484.9833866,67253134.6144925,63099885.3082003,72197928.6223641,90231027.7755407,102370615.240641,112136227.796417,110237144.46042,132674795.880585,141045173.610772,132421058.945919,155305532.918999,180672664.758787,189629948.805386,184543103.721124,177868153.090733,170292283.246013,178507958.050329,188540699.145686,196501504.185186,175181684.792212,177553260.108828,227610034.764306,223352943.188404
"Korea, Rep.",GDP (current US$),199590823957.237,246927292765.02,283367525714.932,330648530715.211,355525267405.367,392666101884.959,463617399962.661,566583427334.137,610169556840.077,569754543829.957,383330931042.356,497512659612.052,576178114168.494,547658231279.87,627246081417.004,702717332012.991,793175007858.066,934901101762.491,1053216892422.02,1172614134912.05,1047339041903.85,943941876218.743,1144066965324.49,1253223044718.99,1278427634342.59,1370795199976.18,1484318219633.63,1465773245547.15,1500111596236.37,1623901496835.79,1724845615629.26,1651422932447.77,1644312785467.12,1810955871380.98,1665245538594.96
Kuwait,GDP (current US$),20690303615.1228,24313821169.1141,18427777777.7778,11010010088.22,19858555214.7239,23941391390.7285,24848483838.3838,27187006077.1252,31492419238.1984,30350207212.7622,25943736430.932,30122398833.1705,37718794714.1811,34889597791.4123,38135756834.1741,47874659167.9939,59439090600.6108,80798630136.9863,101557251976.794,114634060167.406,147379536212.138,105968538479.915,115416745328.985,154079870424.898,174048271288.151,174167626656.763,162650191195.358,114585567439.674,109406169162.833,120687635952.46,138202309918.726,136191752590.897,105948765156.029,136797422273.868,184558274288.737
Kyrgyz Republic,GDP (current US$),,,2675000000,2569444444.44444,2316562500,2028295454.54545,1681006993.00699,1661018518.51852,1827570586.16784,1767864035.71943,1645963749.83146,1249061487.01457,1369688498.06778,1525116370.27939,1605643104.73021,1919008090.49641,2211534585.0034,2460246796.05234,2834168893.27265,3802570572.37516,5139958956.02388,4690061344.16421,4794361821.20611,6197765941.67975,6605142864.372,7335033799.26212,7468102369.13654,6678177483.42949,6813095396.14317,7702938395.18458,8271106196.04253,8871019822.76098,7780873258.66887,8740681889.20633,10930644915.2401
Lao PDR,GDP (current US$),598961269.297879,714046821.093797,865559879.284802,1028087972.31085,1127806944.61513,1327748690.12661,1543606345.11684,1763536304.53964,1873671550.34636,1747011857.33107,1280177838.71905,1454430642.49183,1731198022.45494,1768619058.34647,1758176653.07746,2023324407.30316,2366398119.8821,2735558734.81409,3455031447.60194,4223152219.2439,5446434031.69042,5836138127.06562,7131773632.71369,8750107401.57872,10192848926.2582,11983252626.8313,13279248478.8161,14426381187.0894,15912495368.8717,17071162084.4067,18141651381.3884,18740559554.1632,18981800705.0794,18827148530.0151,15724383783.2385
Latvia,GDP (current US$),,,,,,,,5789128636.62293,5975248851.45482,6527926445.6811,7166275467.65161,7533788133.55753,7958852838.93395,8362398701.58943,9557031605.27512,11771975156.8073,14435700533.368,17003459863.0989,21570076498.6205,31054350977.9784,35854274228.9139,26410909090.9091,23956163076.5575,27474380566.265,28169902669.3784,30204783461.8488,31386896487.0402,27263090547.0617,28083597512.4849,30483806017.8321,34429023435.0205,34343961072.8229,34601740323.338,39725383601.2125,41153912662.862
Lebanon,GDP (current US$),3313540067.93246,2717998687.71002,2838485353.96187,4690415092.53663,5843579160.90122,7941744492.1211,9599127049.9375,11718795528.4939,13690217333.2697,15751867489.4446,17247179005.5219,17391056369.2265,17260364842.4544,17649751243.7811,19152238805.9701,20082918739.6352,21159827992.0398,21497336498.9718,22022709851.5423,24827355014.66,29118916105.6053,35399582928.6236,38443907042.3217,39927125961.194,44016799515.8209,46880103080.6634,48095213746.4677,49929337837.0813,51147308773.9304,53027680685.8375,54901519155.6219,51605959131.3654,31712128253.7961,23131941556.7843,
